sensorName,lat,long,transmitDateTime,CO,NO2,NH3,TDS,turbidity
prototype,47.653132,-122.306114,2025-03-10 19:32:32,4.378345,0.471039,69.191658,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:32:56,4.376979,0.494912,69.000717,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:04,4.371467,0.482848,69.000717,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:12,4.371467,0.463523,69.191658,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:20,4.368738,0.446562,69.382591,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:28,4.370060,0.438677,69.382591,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:36,4.367330,0.435190,69.096100,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:44,4.371468,0.440851,69.477982,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:33:52,4.370060,0.439740,69.478096,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:00,4.371426,0.440409,69.382591,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:08,4.372833,0.444157,69.096161,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:16,4.374199,0.448980,69.668983,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:24,4.374199,0.451876,69.287094,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:40,4.375566,0.464863,69.478096,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:48,4.378348,0.478346,69.764359,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:34:56,4.376976,0.483933,69.096153,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:35:04,4.372836,0.480916,69.286934,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:35:12,4.375566,0.483451,69.573532,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:35:20,4.379674,0.496085,69.000603,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:35:28,4.378345,0.503942,68.714111,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:35:36,4.381083,0.512833,69.477982,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:35:44,4.383867,0.521072,69.382591,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:00,4.381084,0.519152,69.478104,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:08,4.378345,0.515009,69.478149,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:16,4.379714,0.512432,69.096107,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:24,4.378345,0.509464,69.382645,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:32,4.379714,0.517685,70.430504,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:40,4.379714,0.516227,69.287148,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:48,4.376976,0.501395,68.905167,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:36:56,4.372833,0.484918,69.287148,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:04,4.365966,0.467838,69.668976,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:12,4.371467,0.463053,69.096153,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:20,4.368737,0.459946,69.191711,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:28,4.367332,0.443732,69.191490,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:36,4.364603,0.437345,69.573364,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:44,4.364603,0.435178,69.287094,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:37:52,4.364651,0.428106,69.573586,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:00,4.367330,0.423139,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:08,4.370022,0.430427,69.000549,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:16,4.370101,0.431302,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:24,4.371468,0.435166,69.669029,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:32,4.375566,0.446544,69.478027,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:40,4.374244,0.449243,68.905052,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:48,4.375566,0.451189,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:38:56,4.372834,0.460596,69.096153,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:39:12,4.378304,0.473056,69.287033,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:39:20,4.376935,0.478614,69.858635,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:39:28,4.375610,0.472423,69.573586,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:39:36,4.364563,0.451032,69.287155,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:39:44,4.370060,0.444778,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:39:52,4.372833,0.448318,69.382645,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:00,4.374199,0.447666,69.287048,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:08,4.370103,0.447867,69.382431,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:16,4.370148,0.441806,69.669029,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:24,4.363199,0.424900,69.382652,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:32,4.365966,0.419113,69.191650,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:40,4.372833,0.429576,68.809669,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:48,4.375566,0.443030,68.809494,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:40:56,4.371468,0.447697,70.430511,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:04,4.372833,0.443267,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:12,4.367330,0.434976,69.191658,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:20,4.367330,0.431059,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:28,4.372834,0.439082,69.478043,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:36,4.371469,0.441743,68.809326,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:44,4.371467,0.433228,69.191650,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:41:52,4.368697,0.430871,69.096153,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:00,4.367333,0.429994,69.191605,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:08,4.367373,0.426783,69.191658,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:16,4.368696,0.421265,69.287148,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:24,4.370060,0.426132,69.287148,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:32,4.375566,0.438218,69.096214,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:40,4.371468,0.443933,69.287041,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:48,4.374200,0.439803,69.478088,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:42:56,4.370101,0.438438,69.382545,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:04,4.368738,0.424038,69.191666,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:12,4.364607,0.414074,69.382530,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:20,4.361883,0.403892,69.191544,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:28,4.365967,0.406746,69.382652,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:36,4.372792,0.423141,69.287033,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:44,4.371514,0.438427,69.382591,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:43:52,4.371467,0.443034,69.478104,4.998779
prototype,47.653132,-122.306114,2025-03-10 19:44:00,4.371468,0.439323,69.764481,4.998779
